bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Genomic length of genes,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
379,0.05,0,NonL-TADs,377,2R,14526650,14547049,20400,24198,43.83,Null,0.0986002,0.0336488,1923.08,0.05,0.010475,4644,4691,5411,5090,12.50973096,13.55896806,14.83874852,16.08332888,2,,2
380,0.06,1,L-TADs,378,2R,14547050,14575749,28700,14892,49.11,Null,0.0946594,0.033724,2396.34,0.06,0.015084,1315,1163,1318,1343,5.395868963,5.582995767,2.799835561,2.896932856,2,1,
381,0.06,0,NonL-TADs,379,2R,14575750,14600149,24400,23209,46.52,Active,0.095514,0.0386301,3968.65,0.06,0.015084,2074,1747,2236,2209,5.338678021,5.983989025,5.07808927,5.691901692,2,,2
382,0.1,0,NonL-TADs,380,2R,14600150,14707049,106900,93618,76.13,Null,0.0778181,0.0361252,9836.12,0.1,0.0419,8495,7804,7998,8438,5.645660011,5.485449551,4.944203918,4.803899122,1,,2
383,0.07,0,NonL-TADs,381,2R,14707050,14746149,39100,27673,54.44,Active,0.0962265,0.0418393,3787.52,0.07,0.020531,21219,20798,20786,22527,49.23590415,48.90322203,34.84667968,34.61122412,2,,2
384,0.13,1,L-TADs,382,2R,14746150,15009249,263100,184211,102.79,Null,0.157662,0.0386267,14800,0.13,0.070811,3202,2364,2981,3087,0.9798075052,1.029213475,0.6860179412,0.7206098192,3,1,
385,0.06,0,NonL-TADs,383,2R,15009250,15030449,21200,46209,44.39,Active,0.095511,0.0431498,1543.71,0.06,0.015084,11437,9453,12056,12655,14.65969686,16.70856691,31.95329868,36.41915888,2,,2
386,0.07,0,NonL-TADs,384,2R,15030450,15066949,36500,62529,53.21,Null,0.077454,0.0396285,4502.67,0.07,0.020531,4788,4260,4363,4566,4.692283338,4.461663282,8.038459858,7.643379269,1,,2
387,0.07,0,NonL-TADs,385,2R,15066950,15116249,49300,1288,58.82,Null,0.0703852,0.0401359,5391.76,0.07,0.020531,573,532,558,559,27.82015433,27.0964728,0.7268226933,0.7079159629,1,,2
388,0.12,0,NonL-TADs,386,2R,15116250,15339649,223400,161426,97.33,Active,0.0973639,0.0596352,32530.2,0.12,0.060336,169429,154033,153847,155318,64.97748565,59.84009695,46.95190509,43.23969333,2,,2
389,0.08,1,L-TADs,387,2R,15339650,15392049,52400,50105,60.03,Active,0.134558,0.058281,7557.35,0.08,0.026816,15541,13437,16888,16046,18.75428284,20.53708811,17.9328882,19.63761068,2,1,
390,0.12,0,NonL-TADs,388,2R,15392050,15614049,222000,132458,97.13,Null,0.103948,0.0538698,13090,0.12,0.060336,3988,3165,4111,4005,1.751149206,1.914429142,1.044836584,1.142258808,2,,2
391,0.19,3,L-TADs,389,2R,15614050,16437349,823300,204124,150.34,Null,0.291891,0.0739772,33527.8,0.19,0.151259,53502,52357,51023,52016,16.81693466,15.77186375,4.169488608,3.910380075,4,2,
392,0.1,0,NonL-TADs,390,2R,16437350,16560449,123100,106737,79.8,Active,0.082799,0.0677696,12690.8,0.1,0.0419,14871,13275,14321,14850,8.550958744,8.539093652,7.414327242,7.404039311,1,,2
393,0.12,0,NonL-TADs,391,2R,16560450,16770549,210100,100632,95.36,Null,0.0600519,0.0719319,13191.7,0.12,0.060336,3673,2981,3608,3846,2.144172948,2.314348389,1.026998629,1.108507887,1,,1
394,0.09,0,NonL-TADs,392,2R,16770550,16863449,92900,53072,72.65,PcG,0.0689402,0.0740567,6491.34,0.09,0.033939,73,54,57,65,0.07759815344,0.07182403969,0.0443303466,0.04103170543,1,,2
395,0.06,0,NonL-TADs,393,2R,16863450,16883949,20500,16057,43.9,PcG,0.0785469,0.0625066,1687.86,0.06,0.015084,5734,5401,5288,5305,22.48738389,20.61246905,17.61365478,16.14509344,1,,2
396,0.06,0,NonL-TADs,394,2R,16883950,16912949,29000,27630,49.28,Active,0.0907286,0.0552991,2034.76,0.06,0.015084,6366,5394,6519,6615,13.80192162,14.85222701,13.1498998,14.15058732,2,,2
397,0.06,1,L-TADs,395,2R,16912950,16944649,31700,6558,50.77,Null,0.098769,0.0581437,4264.95,0.06,0.015084,231,242,244,284,2.338852578,2.515579007,0.4838547384,0.5204153668,2,1,
398,0.05,0,NonL-TADs,396,2R,16944650,16962649,18000,26747,42.04,Active,0.10793,0.0621307,3018.97,0.05,0.010475,11621,10981,11201,12026,27.40216725,27.13273004,40.7180982,40.31772947,2,,2
399,0.08,0,NonL-TADs,397,2R,16962650,17031449,68800,59289,65.73,Active,0.119361,0.0688795,7384.5,0.08,0.026816,28562,21314,28342,30638,27.27913599,31.08179519,23.50803334,26.78500807,2,,2
400,0.05,0,NonL-TADs,398,2R,17031450,17047149,15700,13914,40.17,Active,0.144414,0.0667448,2765.56,0.05,0.010475,1985,1505,2072,2229,8.133669994,9.658126627,7.208400273,8.559437827,2,,3
401,0.09,1,L-TADs,399,2R,17047150,17139749,92600,85625,72.57,Active,0.161637,0.0682936,10211.6,0.09,0.033939,11995,10558,13464,14098,8.541159957,10.05739704,7.897805846,9.29983393,3,1,
402,0.07,0,NonL-TADs,400,2R,17139750,17181549,41800,38161,55.67,Null,0.132079,0.0594168,8958.39,0.07,0.020531,10391,9909,10385,10467,17.25001238,17.07274765,15.74827087,15.58643835,2,,3
403,0.09,0,NonL-TADs,401,2R,17181550,17269449,87900,83335,71.32,Active,0.112599,0.0637921,10106.3,0.09,0.033939,13778,10765,14255,14782,9.550218931,10.88678776,9.054237709,10.32139315,2,,2
404,0.09,0,NonL-TADs,402,2R,17269450,17367749,98300,96316,74.03,Null,0.136564,0.0557706,10458.2,0.09,0.033939,4000,4030,4399,4564,2.703523987,2.907571545,2.648958457,2.8488877,2,,3
405,0.07,1,L-TADs,403,2R,17367750,17408649,40900,39610,55.27,Active,0.162051,0.0591944,4215.56,0.07,0.020531,9752,8820,9333,9884,15.20431829,15.158499,14.72476888,14.68039475,3,1,
406,0.09,0,NonL-TADs,404,2R,17408650,17500549,91900,60736,72.39,Null,0.148256,0.0539049,9233.4,0.09,0.033939,3025,3860,2954,3692,3.675960856,3.418925222,2.42941413,2.259541265,2,,3
407,0.08,0,NonL-TADs,405,2R,17500550,17575849,75300,65332,67.74,Active,0.140767,0.0577093,6703.07,0.08,0.026816,14439,12557,14620,15311,13.39943808,14.31432011,11.62565854,12.4194311,2,,3
408,0.07,0,NonL-TADs,406,2R,17575850,17611249,35400,28042,52.67,Active,0.175445,0.0523583,4005.64,0.07,0.020531,31404,25574,28700,25455,65.88876022,60.33996123,52.19357667,47.79811279,3,,3
409,0.14,1,L-TADs,407,2R,17611250,17948749,337500,187719,111.68,Null,0.449761,0.0618387,16731.3,0.14,0.082124,1848,1713,1824,1937,0.6151440981,0.6259945511,0.3421458813,0.3481809515,5,3,
410,0.05,1,L-TADs,408,2R,17948750,17966849,18100,7027,42.12,Active,0.354338,0.0579424,1170.73,0.05,0.010475,2557,2290,2378,2572,22.36743511,22.00952637,8.683755056,8.544803415,5,2,
411,0.12,0,NonL-TADs,409,2R,17966850,18184549,217700,185552,96.5,PcG,0.285472,0.0606389,14144.8,0.12,0.060336,21669,19443,22380,24699,7.184823184,7.92751443,6.123832391,6.756849598,4,,5
412,0.05,0,NonL-TADs,410,2R,18184550,18204549,20000,13708,43.54,Null,0.330625,0.0488461,1078.21,0.05,0.010475,1423,909,1467,1221,5.516550145,6.1267565,3.781043469,4.199278905,4,,5
413,0.08,1,L-TADs,411,2R,18204550,18261749,57200,57626,61.8,Null,0.345159,0.0530431,4165.6,0.08,0.026816,4684,4126,4165,3831,4.957589387,4.335405878,4.994511294,4.367694041,4,2,
414,0.07,0,NonL-TADs,412,2R,18261750,18298549,36800,31600,53.35,Active,0.346073,0.0616383,1242.23,0.07,0.020531,3060,2632,3106,3091,5.841050065,6.127310168,5.015684295,5.261494601,4,,6
415,0.05,0,NonL-TADs,413,2R,18298550,18316049,17500,15522,41.64,Active,0.365094,0.0594542,946.374,0.05,0.010475,7159,6072,7096,6906,27.64127745,28.18498745,24.51702335,24.99927858,5,,6
416,0.1,1,L-TADs,414,2R,18316050,18449849,133800,92081,82.04,Null,0.415919,0.0565344,9188.62,0.1,0.0419,4511,3216,4505,4424,2.721159541,3.029760139,1.872698742,2.085077304,5,3,
417,0.07,0,NonL-TADs,415,2R,18449850,18483849,34000,31622,51.97,Null,0.385968,0.056001,3342.05,0.07,0.020531,1054,619,979,905,1.715614573,1.861517039,1.595622471,1.731320347,5,,6
418,0.07,1,L-TADs,416,2R,18483850,18530749,46900,42375,57.85,Active,0.366648,0.063934,3947.33,0.07,0.020531,101053,90435,96187,91802,146.5362158,138.6111536,132.3981267,125.2376894,5,2,
419,0.06,0,NonL-TADs,417,2R,18530750,18558149,27400,16429,48.36,Active,0.343843,0.0655418,1690.67,0.06,0.015084,10960,10628,10569,10129,42.61028114,39.36340917,25.54906237,23.60224267,4,,6
420,0.06,0,NonL-TADs,418,2R,18558150,18587649,29500,14349,49.56,Active,0.286352,0.0639982,3446.09,0.06,0.015084,3809,3052,4175,4373,15.50525466,18.61308366,7.541860989,9.053530085,4,,5
421,0.09,0,NonL-TADs,419,2R,18587650,18684949,97300,91093,73.78,Null,0.267166,0.0607769,7576.25,0.09,0.033939,63,52,70,86,0.04093793717,0.05350754739,0.03832640813,0.05009417281,4,,5
422,0.04,0,NonL-TADs,420,2R,18684950,18695249,10300,6597,34.9,Active,0.355672,0.0600825,0,0.04,0.006704,33862,29878,31170,32346,313.313202,300.8237408,200.672543,192.6732251,5,,6
423,0.1,1,L-TADs,421,2R,18695250,18825349,130100,123379,81.28,PcG,0.423689,0.0678992,9705.42,0.1,0.0419,90507,80777,85009,82008,45.01825641,42.2955702,42.69260152,40.11056999,5,3,
424,0.1,0,NonL-TADs,422,2R,18825350,18966849,141500,43771,83.59,PcG,0.329557,0.0749948,7122.93,0.1,0.0419,16250,14310,14785,15324,22.64018656,21.49241979,7.003417708,6.648372484,4,,5
425,0.13,2,L-TADs,423,2R,18966850,19241949,275100,90840,104.32,Null,0.557369,0.0723121,13290.4,0.13,0.070811,21,16,32,13,0.01320802002,0.01547785735,0.004361383273,0.005110899898,6,4,
426,0.12,1,L-TADs,424,2R,19241950,19440449,198500,135248,93.57,Active,0.540855,0.0757703,29287.3,0.12,0.060336,33225,28330,30656,31072,14.75861501,14.26023905,10.05578419,9.716215675,6,4,
427,0.05,0,NonL-TADs,425,2R,19440450,19453249,12800,43602,37.52,Active,0.319854,0.0666601,0,0.05,0.010475,3998,3475,3736,4121,5.557784351,5.630225561,18.93207135,19.17883554,4,,5
428,0.08,0,NonL-TADs,426,2R,19453250,19505149,51900,13475,59.83,Null,0.227595,0.0669749,6629.52,0.08,0.026816,0,4,4,4,0.009625966311,0.01854969037,0.002499227284,0.004816128664,3,,4
429,0.07,0,NonL-TADs,427,2R,19505150,19542149,37000,22209,53.45,PcG,0.185506,0.071358,4744.34,0.07,0.020531,0,0,0,0,0,0,0,0,3,,4
430,0.08,0,NonL-TADs,428,2R,19542150,19598549,56400,54938,61.52,Active,0.182238,0.0757155,3942.29,0.08,0.026816,14813,11502,13198,13493,15.53258179,15.17984901,15.12994643,14.78635718,3,,4
431,0.07,0,NonL-TADs,429,2R,19598550,19636449,37900,32990,53.88,Null,0.202448,0.0695963,4250.89,0.07,0.020531,4242,3283,4312,4534,7.396688145,8.377994503,6.438436462,7.292613157,3,,4
432,0.09,0,NonL-TADs,430,2R,19636450,19731249,94800,74040,73.14,Null,0.279336,0.0739975,8323.65,0.09,0.033939,6624,5904,5837,5827,5.486917806,4.922169358,4.285352261,3.844276574,4,,5
433,0.11,1,L-TADs,431,2R,19731250,19916349,185100,167364,91.42,Active,0.576321,0.0919899,28406.4,0.11,0.050699,74169,67899,74175,77345,27.52626836,28.28677046,24.88874326,25.57637521,6,5,
434,0.07,0,NonL-TADs,432,2R,19916350,19956749,40400,41498,55.04,Active,0.605639,0.0970632,7203.3,0.07,0.020531,113632,107151,110282,108878,172.5248203,165.0097389,177.2137375,169.4944095,6,,6
435,0.08,1,L-TADs,433,2R,19956750,20026049,69300,58567,65.89,Active,0.678762,0.104855,14808,0.08,0.026816,8734,7051,8642,8714,8.739865064,9.259171206,7.386257969,7.825135354,6,6,
436,0.12,2,L-TADs,434,2R,20026050,20223949,197900,134058,93.48,Active,0.762279,0.121057,34466.2,0.12,0.060336,17460,13649,16305,16106,7.524998799,7.5539681,5.097454719,5.117078603,6,6,
437,0.12,1,L-TADs,435,2R,20223950,20446649,222700,193564,97.23,PcG,0.680775,0.121912,19878.1,0.12,0.060336,13565,11127,13660,13700,4.136612119,4.416385308,3.595416202,3.838586465,6,6,
438,0.1,0,NonL-TADs,436,2R,20446650,20556049,109400,87510,76.72,Active,0.390417,0.12186,11633,0.1,0.0419,10225,8730,9370,9441,7.023914636,6.716293264,5.618489669,5.37242069,5,,6
439,0.08,1,L-TADs,437,2R,20556050,20631149,75100,58065,67.68,Null,0.397568,0.124052,8370.72,0.08,0.026816,976,931,926,1006,1.064999448,1.039604482,0.8234246729,0.80379007,5,3,
440,0.12,0,NonL-TADs,438,2R,20631150,20826449,195300,142002,93.07,PcG,0.292673,0.165258,13268.5,0.12,0.060336,41852,32684,42314,38106,17.02098705,17.69477559,12.37590478,12.86581425,4,,5
441,0.09,0,NonL-TADs,439,3L,40150,131049,90900,19969,72.12,HP1/centro,0.14687,0.187256,5589.86,0.09,0.033939,1501,1478,1384,1587,4.837570488,4.64859581,1.062722168,1.021208028,2,,3
442,0.05,0,NonL-TADs,440,3L,131050,145249,14200,0,38.84,HP1/centro,0.125535,0.155218,1578.5,0.05,0.010475,0,0,0,0,0,0,0,0,2,,2
443,0.06,0,NonL-TADs,441,3L,145250,175649,30400,30309,50.06,Active,0.119629,0.141185,1777.93,0.06,0.015084,1635,1395,1717,1646,3.241784495,3.466815353,3.232080469,3.456437715,2,,2
444,0.09,0,NonL-TADs,442,3L,175650,264549,88900,86041,71.59,Active,0.125977,0.126071,12006.6,0.09,0.033939,29070,24387,29029,27975,20.1470866,20.70023776,19.49916173,20.0345237,2,,2
445,0.08,0,NonL-TADs,443,3L,264550,326149,61600,58086,63.35,Active,0.182542,0.116287,7378.54,0.08,0.026816,3011,2619,3026,2983,3.143040985,3.232259236,2.963744784,3.047873539,3,,4
446,0.1,1,L-TADs,444,3L,326150,441249,115100,167203,78.03,PcG,0.276809,0.111775,9390.22,0.1,0.0419,4574,3516,4474,4626,1.568980609,1.700484895,2.279220371,2.470253483,4,2,
447,0.09,0,NonL-TADs,445,3L,441250,541549,100300,2762,74.53,Null,0.208568,0.0981571,5857.44,0.09,0.033939,190,206,221,187,4.64926854,4.615427575,0.1280287109,0.1270968192,3,,4
448,0.08,0,NonL-TADs,446,3L,541550,604949,63400,52622,63.96,Null,0.215652,0.0944138,4553.08,0.08,0.026816,16763,12250,17246,17826,17.87880171,20.82421475,14.83940542,17.28409824,3,,4
449,0.07,0,NonL-TADs,447,3L,604950,650549,45600,4214,57.31,Active,0.30115,0.0959556,3186.95,0.07,0.020531,13360,12129,11417,11500,196.1423552,169.9177251,18.12596239,15.70248451,4,,5
450,0.11,1,L-TADs,448,3L,650550,834549,184000,46800,91.24,Active,0.516965,0.104802,21685.9,0.11,0.050699,38156,32871,36521,36572,49.21423497,48.79837788,12.51753368,12.41176133,6,4,
451,0.16,2,L-TADs,449,3L,834550,1296549,462000,361503,124,Null,0.657455,0.0851092,26168.5,0.16,0.107264,23770,19405,23385,24001,3.872875717,4.095562859,3.030424654,3.204671559,6,5,
452,0.07,0,NonL-TADs,450,3L,1296550,1332849,36300,33832,53.11,Active,0.34915,0.0957514,3109.99,0.07,0.020531,27086,24539,26515,27578,49.4818026,49.95613695,46.11758528,46.55967012,5,,6
453,0.05,0,NonL-TADs,451,3L,1332850,1351249,18400,93750,42.35,Active,0.387389,0.0938734,1802.93,0.05,0.010475,8250,6918,8292,8768,5.246505875,5.685690327,26.7315177,28.96921023,5,,6
454,0.1,1,L-TADs,452,3L,1351250,1488849,137600,50564,82.81,PcG,0.474927,0.106985,10359.9,0.1,0.0419,193,263,255,281,0.2924398415,0.3312064751,0.1074631406,0.1217087515,5,4,
455,0.09,0,NonL-TADs,453,3L,1488850,1574549,85700,100043,70.72,Active,0.293236,0.129704,9950.13,0.09,0.033939,21054,17038,20184,21109,12.3469642,12.8963016,14.41338786,15.05466396,4,,5
456,0.09,0,NonL-TADs,454,3L,1574550,1668949,94400,97233,73.04,Active,0.335999,0.114888,15742.1,0.09,0.033939,64222,58263,59555,59061,40.84908574,38.1158001,42.07499104,39.25967787,4,,5
457,0.12,2,L-TADs,455,3L,1668950,1856249,187300,130901,91.78,Active,0.634733,0.104667,29030.5,0.12,0.060336,23574,18298,22567,22697,10.37274881,10.80402094,7.249349662,7.550758919,6,5,
458,0.06,0,NonL-TADs,456,3L,1856250,1883149,26900,22579,48.06,Active,0.610565,0.082164,4940.13,0.06,0.015084,9853,7784,8851,8899,25.32987994,24.56230418,21.26109142,20.61681287,6,,6
459,0.09,1,L-TADs,457,3L,1883150,1971249,88100,69718,71.38,PcG,0.669798,0.0719802,8180.32,0.09,0.033939,5747,4970,5650,6044,4.984727602,5.240752149,3.944667866,4.147273079,6,5,
460,0.15,1,L-TADs,458,3L,1971250,2376049,404800,248186,118.66,Null,0.742732,0.0706991,17868.8,0.15,0.094275,10835,9774,11383,12010,2.692729694,2.94499182,1.65093333,1.805597183,6,6,
461,0.09,0,NonL-TADs,459,3L,2376050,2466449,90400,75813,71.99,Null,0.434064,0.055724,4430.32,0.09,0.033939,1978,1201,1759,1620,1.359752811,1.392579382,1.140342255,1.16787191,5,,6
462,0.09,1,L-TADs,460,3L,2466450,2554849,88400,91496,71.46,Null,0.51974,0.0575619,4172.67,0.09,0.033939,8366,6712,8958,9343,5.343856049,6.249541617,5.531011913,6.468416966,6,4,
463,0.06,0,NonL-TADs,461,3L,2554850,2587049,32200,30766,51.03,Null,0.492404,0.0558254,2838.03,0.06,0.015084,10653,8004,12285,12301,19.66454471,24.96849083,18.7888007,23.85654003,6,,6
464,0.07,0,NonL-TADs,462,3L,2587050,2635049,48000,62103,58.3,Active,0.445624,0.0627515,2994.72,0.07,0.020531,60427,55517,55975,56372,60.54089249,56.522889,78.32856347,73.13002033,5,,6
465,0.1,1,L-TADs,463,3L,2635050,2766049,131000,87161,81.47,Null,0.536453,0.0566666,10184.3,0.1,0.0419,2052,1416,2053,2065,1.290238523,1.476180927,0.8584616783,0.9821786698,6,4,
466,0.09,0,NonL-TADs,464,3L,2766050,2851649,85600,52584,70.69,Active,0.438798,0.0641213,6114.91,0.09,0.033939,23437,19797,22779,23689,26.66152083,27.61059801,16.37814733,16.96116455,5,,6
467,0.11,1,L-TADs,465,3L,2851650,3035549,183900,98329,91.22,Null,0.61754,0.0561933,11102.9,0.11,0.050699,3464,2493,3292,3385,1.964531956,2.121657151,1.050410346,1.134423197,6,5,
468,0.08,1,L-TADs,466,3L,3035550,3091449,55900,60683,61.33,Active,0.559635,0.0612674,4818.75,0.08,0.026816,11898,10966,11923,12503,12.21794845,12.57652798,13.26335896,13.65261981,6,4,
469,0.08,0,NonL-TADs,467,3L,3091450,3144649,53200,33923,60.33,Null,0.43121,0.0606428,5804.61,0.08,0.026816,12778,11402,12113,13351,23.11400293,23.45350878,14.73865266,14.95513869,5,,6
470,0.09,0,NonL-TADs,468,3L,3144650,3224349,79700,81005,69.03,Active,0.297041,0.0552959,7736.39,0.09,0.033939,333183,272188,286901,269231,242.3387738,214.5070204,246.3068051,218.0193374,4,,5
471,0.05,0,NonL-TADs,469,3L,3224350,3239949,15600,10062,40.08,Active,0.326973,0.0480372,0,0.05,0.010475,7058,5597,5580,5978,40.7841069,35.89003061,26.30574895,23.14906974,4,,5
472,0.08,1,L-TADs,470,3L,3239950,3304049,64100,44736,64.2,Null,0.327302,0.0443835,8072.3,0.08,0.026816,3842,4161,3571,4099,5.801079097,5.356901561,4.048628307,3.738632578,4,2,
473,0.08,0,NonL-TADs,471,3L,3304050,3376849,72800,59035,66.98,Active,0.283924,0.0474014,5014.63,0.08,0.026816,23637,19279,24107,24690,23.57343058,25.82611061,19.1161741,20.94291813,4,,5
474,0.1,0,NonL-TADs,472,3L,3376850,3516149,139300,186013,83.15,Null,0.223444,0.0374782,9389.46,0.1,0.0419,22167,18325,23489,22772,7.058932857,7.770467905,9.426082395,10.37622431,3,,4
475,0.09,0,NonL-TADs,473,3L,3516150,3617549,101400,4424,74.8,Null,0.314775,0.0359003,3224.02,0.09,0.033939,135,126,86,77,1.913103688,1.151192463,0.08346716683,0.05022559623,4,,5
476,0.11,1,L-TADs,474,3L,3617550,3764149,146600,119232,84.58,Null,0.616813,0.0377627,4302.56,0.11,0.050699,1378,1064,1232,1317,0.6641496539,0.6679630793,0.5401629709,0.5432644876,6,5,
477,0.1,1,L-TADs,475,3L,3764150,3896149,132000,57101,81.67,PcG,0.690498,0.048789,4881.9,0.1,0.0419,13587,12468,13522,14326,14.79655059,15.23792206,6.400741176,6.591671117,6,6,
478,0.12,1,L-TADs,476,3L,3896150,4102549,206400,144312,94.8,Null,0.618297,0.0436814,8251.46,0.12,0.060336,15614,13187,15151,16811,6.47169798,6.920013683,4.524920925,4.838377009,6,5,
479,0.07,0,NonL-TADs,477,3L,4102550,4138449,35900,32254,52.92,Active,0.326925,0.0488023,964.402,0.07,0.020531,41519,37888,42299,45112,79.83408038,84.67553682,71.72614007,76.07589874,4,,5
480,0.09,0,NonL-TADs,478,3L,4138450,4240549,102100,93736,74.97,PcG,0.227409,0.0517565,7662.15,0.09,0.033939,14840,13795,15207,15733,9.906126976,10.31310273,9.094620159,9.468256591,3,,4
481,0.05,0,NonL-TADs,479,3L,4240550,4260249,19700,18160,43.32,Active,0.202932,0.0466606,1708.96,0.05,0.010475,12160,10342,11453,12001,40.18078305,40.35306512,37.03974722,37.19856155,3,,4
482,0.08,0,NonL-TADs,480,3L,4260250,4313849,53600,49582,60.48,Active,0.199964,0.0446243,2324.85,0.08,0.026816,9571,8798,9460,9242,12.01363943,11.78526801,11.11306474,10.90181266,3,,4
483,0.07,0,NonL-TADs,481,3L,4313850,4365549,51700,45967,59.76,Null,0.241004,0.0345883,4423.02,0.07,0.020531,2898,2626,2504,2637,3.896912272,3.494434421,3.46478465,3.106937467,4,,4
484,0.07,0,NonL-TADs,482,3L,4365550,4405249,39700,35493,54.72,Null,0.321165,0.0338192,2372.41,0.07,0.020531,2157,1893,1970,1986,3.700202004,3.482483163,3.308092437,3.113445212,4,,5
485,0.12,2,L-TADs,483,3L,4405250,4625149,219900,155384,96.82,Null,0.61426,0.0367011,7102.04,0.12,0.060336,9705,9155,9209,9936,3.935940379,3.849679063,2.781183082,2.720229793,6,5,
486,0.12,1,L-TADs,484,3L,4625150,4838949,213800,178121,95.92,Null,0.751817,0.0521328,5199.68,0.12,0.060336,18994,17175,17227,17921,6.584677312,6.16539555,5.485824637,5.136512726,6,6,
487,0.13,1,L-TADs,485,3L,4838950,5127149,288200,95301,105.96,Null,0.721185,0.034722,6422.19,0.13,0.070811,186,188,204,250,0.1272586361,0.1488448616,0.04208145482,0.04921951478,6,6,
488,0.12,1,L-TADs,486,3L,5127150,5362149,235000,160998,98.99,Null,0.613404,0.0330814,7850.47,0.12,0.060336,26259,23973,26044,26661,10.11749757,10.22837844,6.931476061,7.007440308,6,5,
489,0.1,0,NonL-TADs,487,3L,5362150,5503649,141500,24965,83.59,Null,0.266191,0.0313896,4048.71,0.1,0.0419,8329,7341,7485,7106,20.35403636,18.26118426,3.591084931,3.221840742,4,,5
490,0.08,0,NonL-TADs,488,3L,5503650,5557649,54000,36045,60.63,Null,0.239062,0.0312685,2055.77,0.08,0.026816,2459,2510,2449,2492,4.470304296,4.282972399,2.983928118,2.858884076,3,,4
491,0.07,0,NonL-TADs,489,3L,5557650,5601049,43400,33083,56.37,Active,0.2841,0.0378368,3366.67,0.07,0.020531,5000,4459,5385,5720,9.271573819,10.48791429,7.067545545,7.994738905,4,,5
492,0.11,1,L-TADs,490,3L,5601050,5744949,143900,105778,84.06,Null,0.402706,0.0362587,8516.14,0.11,0.050699,19881,17728,15559,15087,11.5294756,9.05219493,8.475085962,6.654086694,5,3,
493,0.08,0,NonL-TADs,491,3L,5744950,5805049,60100,60329,62.83,Active,0.276206,0.040549,4267.76,0.08,0.026816,29460,24611,29218,29208,29.06373298,30.25906326,29.17447499,30.37435986,4,,5
494,0.08,0,NonL-TADs,492,3L,5805050,5863149,58100,33279,62.13,PcG,0.271691,0.0590468,3766.88,0.08,0.026816,1253,1186,1315,1240,2.376592118,2.398811313,1.36128415,1.374011044,4,,5
495,0.17,3,L-TADs,493,3L,5863150,6490049,626900,311577,137.29,Null,0.604054,0.0642787,18141.6,0.17,0.121091,54841,47371,59586,60910,10.63774596,12.08322021,5.287090403,6.00550886,6,5,
496,0.07,0,NonL-TADs,494,3L,6490050,6541549,51500,1701,59.68,Null,0.406355,0.0642778,1727.9,0.07,0.020531,0,0,0,0,0,0,0,0,5,,6
497,0.12,1,L-TADs,495,3L,6541550,6751349,209800,156617,95.31,Null,0.633805,0.0837027,5767.14,0.12,0.060336,12625,9730,12233,12471,4.628591925,4.928375948,3.455272552,3.679063183,6,5,
